The data below was generated for educational purpose and does not contain sensitive information.,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
ID,Major,HighSchoolGPA,SATScores,AppliedtoanotherUC,AdmittedtoanotherUC,FirstGeneration,Gender,TotalHSHonorsCoursesTaken,MathPlacementScore,FirstMathClassGrade,@1stSemesterGPA,Retained1stYear,Graduated
64788,Anthropology,3.59,1110,Yes,Yes,Yes,F,0,7,C,3,Y,Yes
223038,Anthropology,3.75,990,Yes,No,No,F,0,7,C-,3,Y,Yes
64890,Anthropology,3.57,1110,Yes,No,Yes,F,3,6,C-,3,Y,Yes
72374,Anthropology,3.65,790,Yes,Yes,Yes,F,0,5,C,3.05,N,No
69122,Anthropology,3.61,960,Yes,Yes,No,F,0,7,C+,3.05,N,No
62044,Anthropology,3.59,820,Yes,No,Yes,M,10,6,B-,3.05,Y,No
168368,Anthropology,3.7,910,Yes,No,No,F,4,9,B-,3.05,Y,Yes
183688,Anthropology,3.71,910,Yes,No,No,M,8,9,B-,3.05,Y,Yes
131702,Anthropology,3.66,840,Yes,Yes,No,F,0,5,F,3.05,Y,Yes
75490,Anthropology,3.6,1030,Yes,Yes,No,M,4,6,B+,3.08,N,No
133768,Anthropology,3.66,980,Yes,No,Yes,F,0,5,A+,3.1,Y,Yes
98120,Anthropology,3.62,1130,Yes,No,Yes,M,1,5,B,3.2,Y,Yes
96702,Anthropology,3.62,760,Yes,Yes,No,M,0,8,B-,3.2,Y,Yes
91192,Anthropology,3.62,860,Yes,Yes,Yes,M,4,5,B-,3.3,N,No
90116,Anthropology,3.62,980,Yes,No,No,F,10,5,B-,3.3,N,No
89544,Anthropology,3.62,990,Yes,Yes,No,F,18,5,B-,3.3,N,No
89362,Anthropology,3.62,1080,Yes,No,No,F,3,5,B-,3.3,N,No
86268,Anthropology,3.61,990,Yes,Yes,No,F,2,6,B-,3.3,N,No
86908,Anthropology,3.61,1000,Yes,Yes,Yes,F,6,6,B-,3.3,N,No
95900,Anthropology,3.62,1100,Yes,Yes,No,M,5,8,B-,3.3,N,No
114458,Anthropology,3.65,1000,Yes,No,No,M,8,6,B+,3.3,N,No
121048,Anthropology,3.65,1100,Yes,Yes,No,F,11,6,B+,3.3,N,No
121452,Anthropology,3.65,930,Yes,No,Yes,F,1,9,B+,3.3,N,No
227674,Anthropology,3.76,940,Yes,No,Yes,F,8,4,A+,3.3,Y,No
87962,Anthropology,3.61,950,No,No,Yes,F,6,5,B-,3.3,Y,No
92926,Anthropology,3.62,1090,Yes,Yes,Yes,F,10,6,B-,3.3,Y,No
205710,Anthropology,3.73,1030,Yes,No,Yes,F,0,5,A,3.3,Y,Yes
213900,Anthropology,3.75,770,No,No,No,F,8,10,A,3.3,Y,Yes
158902,Anthropology,3.68,1100,Yes,No,No,F,0,4,A-,3.3,Y,Yes
111214,Anthropology,3.64,890,No,No,No,F,11,6,B+,3.3,Y,Yes
110810,Anthropology,3.64,1250,Yes,Yes,No,M,0,6,B+,3.3,Y,Yes
122472,Anthropology,3.65,740,Yes,Yes,No,M,1,10,B+,3.3,Y,Yes
123570,Anthropology,3.65,800,Yes,Yes,Yes,M,16,10,B+,3.3,Y,Yes
122106,Anthropology,3.65,1110,Yes,Yes,Yes,F,1,10,B+,3.3,Y,Yes
130316,Anthropology,3.66,1090,Yes,Yes,No,M,0,6,A+,3.31,N,No
206076,Anthropology,3.73,700,No,No,No,M,0,9,A,3.4,Y,No
233930,Anthropology,3.76,1000,Yes,Yes,No,F,0,9,A+,3.4,Y,Yes
207254,Anthropology,3.73,930,Yes,No,Yes,M,6,6,A+,3.45,Y,No
213676,Anthropology,3.75,940,Yes,No,Yes,F,4,6,A+,3.45,Y,No
200408,Anthropology,3.72,1010,Yes,Yes,Yes,F,0,6,A+,3.45,Y,Yes
228386,Anthropology,3.76,1030,Yes,Yes,Yes,M,6,7,A,3.45,Y,Yes
216828,Anthropology,3.75,940,Yes,Yes,Yes,F,4,6,A+,3.45,Y,Yes
172522,Anthropology,3.7,950,No,No,Yes,M,0,10,A,3.5,Y,No
239406,Anthropology,3.77,940,No,No,No,F,0,10,A+,3.5,Y,No
84800,Anthropology,3.61,710,No,No,No,F,8,6,B-,3.5,Y,Yes
136836,Anthropology,3.66,780,No,No,Yes,M,1,9,W,3.5,Y,Yes
124412,Anthropology,3.65,940,Yes,Yes,Yes,F,0,9,A,3.56,Y,Yes
264494,Anthropology,3.1,650,Yes,Yes,No,F,0,5,A-,3.6,N,No
173992,Anthropology,3.7,930,No,No,Yes,M,0,10,A,3.6,Y,No
262322,Anthropology,3.09,950,No,No,No,M,3,6,A-,3.64,N,No
184472,Anthropology,3.71,780,No,No,No,M,0,8,A,3.7,Y,No
201286,Anthropology,3.73,760,No,No,Yes,M,0,10,A,3.7,Y,No
84240,Anthropology,3.61,550,No,No,Yes,M,6,6,W,3.72,Y,No
269916,Applied Mathematical Sciences,3.8,740,Yes,Yes,Yes,M,0,7,C,1.1,N,No
169156,Applied Mathematical Sciences,2.92,950,Yes,Yes,Yes,F,8,8,C,1.1,N,No
282850,Applied Mathematical Sciences,3.12,1090,Yes,Yes,Yes,F,6,8,A+,1.55,N,No
151124,Applied Mathematical Sciences,3.68,1000,Yes,Yes,No,M,0,2,F,1.7,N,No
176896,Applied Mathematical Sciences,3.7,860,Yes,Yes,Yes,F,0,3,F,1.77,Y,No
148820,Applied Mathematical Sciences,3.68,590,Yes,Yes,Yes,M,6,8,C,1.8,Y,No
153312,Applied Mathematical Sciences,3.68,960,Yes,Yes,No,F,6,8,A+,1.8,Y,Yes
213596,Applied Mathematical Sciences,3.75,570,No,No,No,F,0,8,C,2,Y,Yes
242422,Applied Mathematical Sciences,3.77,740,Yes,Yes,No,M,0,6,D-,2,Y,Yes
269556,Applied Mathematical Sciences,3.8,1070,Yes,Yes,No,M,0,7,D+,2,Y,Yes
77792,Applied Mathematical Sciences,3.6,990,Yes,Yes,No,F,0,2,F,2,Y,Yes
253892,Applied Mathematical Sciences,3.79,1090,Yes,No,No,M,0,10,F,2.1,Y,Yes
99310,Applied Mathematical Sciences,3.62,950,No,No,Yes,F,0,4,C-,2.12,Y,No
96320,Applied Mathematical Sciences,3.62,830,Yes,Yes,No,M,0,7,F,2.25,N,No
67822,Applied Mathematical Sciences,3.6,870,No,No,Yes,M,12,9,C+,2.25,Y,No
174552,Applied Mathematical Sciences,3.7,1070,Yes,Yes,No,M,9,9,A+,2.3,Y,No
282044,Applied Mathematical Sciences,3.81,1210,Yes,Yes,Yes,M,6,3,D,2.3,Y,Yes
64486,Applied Mathematical Sciences,4.21,1500,Yes,Yes,Yes,M,3,6,A,2.5,N,No
242330,Applied Mathematical Sciences,3.77,940,Yes,Yes,No,F,11,7,A,2.5,N,No
64558,Applied Mathematical Sciences,4.21,1390,Yes,No,No,F,3,6,A,2.5,Y,Yes
255048,Applied Mathematical Sciences,3.79,1080,Yes,Yes,Yes,M,10,9,A+,2.5,Y,Yes
245574,Applied Mathematical Sciences,3.77,1040,Yes,No,Yes,M,0,9,D,2.52,Y,Yes
116716,Applied Mathematical Sciences,3.65,1170,Yes,Yes,Yes,M,0,10,A+,2.6,N,No
123612,Applied Mathematical Sciences,3.65,950,Yes,Yes,No,F,0,4,F,2.6,N,No
63166,Applied Mathematical Sciences,3.59,900,Yes,Yes,Yes,F,8,10,A+,2.6,Y,No
160070,Applied Mathematical Sciences,3.69,790,No,No,No,F,6,5,A-,2.7,Y,No
81238,Applied Mathematical Sciences,3,1070,Yes,Yes,Yes,M,0,4,I,2.7,Y,Yes
77360,Applied Mathematical Sciences,3.6,1000,Yes,Yes,Yes,F,8,1,W,2.72,Y,Yes
140768,Applied Mathematical Sciences,2.85,1010,Yes,No,No,F,0,4,C+,2.73,N,No
185532,Applied Mathematical Sciences,3.72,1070,Yes,Yes,No,M,3,9,A,2.75,N,No
153552,Applied Mathematical Sciences,3.68,850,No,No,Yes,M,0,9,C+,2.75,Y,No
273634,Applied Mathematical Sciences,3.21,1010,Yes,Yes,No,M,0,2,F,2.75,Y,Yes
123320,Applied Mathematical Sciences,3.65,760,No,No,No,F,0,1,F,2.8,N,No
229826,Applied Mathematical Sciences,3.76,1000,Yes,Yes,No,M,0,1,W,2.85,N,No
61606,Applied Mathematical Sciences,3.59,830,Yes,No,No,M,0,2,F,2.9,N,No
209502,Applied Mathematical Sciences,3.74,900,Yes,Yes,Yes,F,0,1,I,3,Y,No
165736,Applied Mathematical Sciences,3.7,890,No,No,No,M,0,4,A-,3,Y,Yes
250520,Applied Mathematical Sciences,3.78,1040,Yes,Yes,No,F,10,5,A+,3,Y,Yes
167746,Applied Mathematical Sciences,2.92,900,Yes,Yes,Yes,M,0,5,I,3.05,N,No
152794,Applied Mathematical Sciences,3.68,1010,Yes,No,No,F,8,3,A-,3.05,Y,Yes
68132,Applied Mathematical Sciences,3.6,930,Yes,Yes,Yes,F,10,6,A+,3.2,Y,Yes
71978,Applied Mathematical Sciences,3.6,1070,Yes,Yes,No,F,0,6,A+,3.2,Y,Yes
66802,Applied Mathematical Sciences,3.6,790,Yes,Yes,No,M,4,6,W,3.2,Y,Yes
110354,Applied Mathematical Sciences,3.63,920,No,No,Yes,F,12,5,A,3.43,N,No
62914,Applied Mathematical Sciences,3.59,930,Yes,No,No,M,8,5,A-,3.5,N,No
161388,Applied Mathematical Sciences,3,570,No,No,No,M,0,8,B-,3.5,Y,No
82300,Applied Mathematical Sciences,2.82,950,Yes,Yes,No,M,0,2,A,3.6,Y,Yes
60784,Applied Mathematical Sciences,3.59,1010,Yes,Yes,Yes,M,4,9,A+,3.75,Y,No
97156,Bioengineering,3.62,1140,Yes,No,No,F,9,3,A+,1.1,N,No
280078,Bioengineering,3.81,1140,Yes,Yes,Yes,F,0,7,C,1.1,N,No
74948,Bioengineering,2.42,830,Yes,Yes,No,F,8,3,D,1.1,N,No
280630,Bioengineering,3.12,850,No,No,No,F,0,5,W,1.2,N,No
65530,Bioengineering,3.59,780,Yes,Yes,Yes,F,13,7,D,1.75,N,No
172516,Bioengineering,3.7,1080,Yes,Yes,No,M,10,8,A+,1.83,N,No
281700,Bioengineering,3.81,1060,Yes,Yes,No,F,10,3,A+,1.9,N,No
281070,Bioengineering,3.81,940,Yes,Yes,No,F,0,8,D+,1.9,N,No
141922,Bioengineering,2.85,720,Yes,Yes,Yes,M,0,8,I,1.9,N,No
66140,Bioengineering,2.35,940,Yes,Yes,No,M,0,8,F,1.9,Y,Yes
119870,Bioengineering,3.65,990,Yes,Yes,No,M,0,7,F,2,Y,Yes
281294,Bioengineering,3.12,1060,Yes,No,No,F,0,3,W,2,Y,Yes
77824,Bioengineering,3.6,760,Yes,Yes,No,F,0,2,F,2,Y,Yes
69580,Bioengineering,3.6,1010,Yes,Yes,Yes,F,6,8,A+,2.1,Y,Yes
146264,Bioengineering,3.68,1070,Yes,Yes,Yes,F,0,8,A+,2.1,Y,Yes
198216,Bioengineering,3.72,990,Yes,Yes,Yes,F,1,8,A+,2.12,Y,No
60970,Bioengineering,2.34,1090,Yes,Yes,No,F,0,5,A-,2.12,Y,Yes
119110,Bioengineering,3.65,910,Yes,No,No,F,0,9,D+,2.25,N,No
147508,Bioengineering,3.68,960,Yes,No,No,M,22,4,A+,2.25,Y,No
279618,Bioengineering,3.12,1010,Yes,No,No,F,0,9,A+,2.25,Y,No
64898,Bioengineering,3.59,930,Yes,Yes,Yes,M,10,9,C,2.25,Y,Yes
149848,Bioengineering,3.68,1090,Yes,Yes,Yes,M,0,7,C-,2.25,Y,Yes
196638,Bioengineering,3.72,1100,Yes,Yes,No,F,0,4,D+,2.35,Y,Yes
176998,Bioengineering,3.7,750,Yes,Yes,Yes,F,0,5,D-,2.5,N,No
202538,Bioengineering,3.73,1080,Yes,Yes,No,F,0,9,A+,2.5,Y,No
170902,Bioengineering,3.7,1130,Yes,Yes,No,M,12,9,A+,2.5,Y,No
53004,Bioengineering,4.1,1370,Yes,Yes,No,F,0,6,A-,2.5,Y,Yes
81990,Bioengineering,2.5,970,Yes,Yes,No,M,0,4,C,2.6,N,No
99644,Bioengineering,2.66,1000,Yes,No,No,M,0,4,C+,2.68,N,No
283646,Bioengineering,3.12,780,No,No,Yes,F,0,10,I,2.7,N,No
284882,Bioengineering,3.82,930,Yes,Yes,No,M,3,6,A,2.7,Y,No
35684,Bioengineering,2.35,620,Yes,No,Yes,F,6,1,B-,2.7,Y,No
48890,Bioengineering,2.35,700,Yes,Yes,Yes,F,8,2,B+,2.7,Y,Yes
120318,Bioengineering,2.76,850,Yes,Yes,No,F,0,4,C+,2.72,N,No
71030,Bioengineering,2.46,790,Yes,Yes,No,M,0,2,F,2.75,Y,Yes
149590,Bioengineering,2.87,690,No,No,Yes,F,8,10,B-,2.85,Y,Yes
240692,Bioengineering,3.77,900,Yes,Yes,Yes,F,19,1,W,2.85,Y,Yes
199650,Bioengineering,3.72,880,No,No,Yes,M,0,9,D,2.9,N,No
275770,Bioengineering,3.81,1000,Yes,No,No,M,0,5,A+,3,Y,Yes
36438,Bioengineering,2.96,850,Yes,Yes,No,M,14,1,B+,3,Y,Yes
196834,Bioengineering,3.72,900,Yes,Yes,Yes,M,0,1,I,3,Y,Yes
82232,Bioengineering,3.61,1220,Yes,Yes,No,F,0,2,A+,3.05,N,No
77708,Bioengineering,3.6,1050,Yes,No,Yes,F,4,5,A+,3.05,N,No
100888,Bioengineering,3.63,890,No,No,Yes,F,0,10,A+,3.05,N,No
124072,Bioengineering,3.65,930,Yes,Yes,Yes,M,0,2,I,3.05,Y,No
260804,Bioengineering,3.8,850,No,No,Yes,M,0,4,I,3.05,Y,No
142256,Bioengineering,2.95,1130,Yes,Yes,Yes,F,2,7,A,3.05,Y,Yes
176646,Bioengineering,3.7,1040,Yes,Yes,Yes,F,4,5,A+,3.15,Y,Yes
129376,Bioengineering,3.66,830,Yes,No,No,F,0,8,B-,3.2,Y,Yes
131448,Bioengineering,3.66,810,Yes,Yes,Yes,F,6,6,A+,3.32,Y,Yes
191882,Bioengineering,3.72,540,Yes,Yes,Yes,M,4,6,B,3.4,N,No
71896,Bioengineering,3.6,750,No,No,Yes,M,7,10,B-,3.4,Y,Yes
165258,Bioengineering,3.69,1150,Yes,Yes,Yes,M,6,7,A,3.45,Y,Yes
254434,Bioengineering,3.09,740,Yes,Yes,No,F,0,5,A-,3.45,Y,Yes
256694,Bioengineering,3.79,1020,Yes,No,Yes,F,0,6,A+,3.5,Y,Yes
282608,Bioengineering,3.81,1050,Yes,No,No,M,0,6,A+,3.5,Y,Yes
251548,Bioengineering,3.78,940,No,No,Yes,M,12,9,A+,3.5,Y,Yes
165066,Bioengineering,3.69,850,Yes,Yes,Yes,F,0,6,A+,3.55,N,No
219096,Bioengineering,3.75,770,No,No,Yes,F,4,6,I,3.6,N,No
181734,Bioengineering,3.05,970,Yes,No,Yes,M,2,7,A-,3.6,Y,No
235920,Bioengineering,3.77,950,No,No,Yes,F,8,9,A+,3.7,Y,Yes
190194,Biological Sciences,3.72,990,Yes,Yes,Yes,M,0,7,I,1,N,No
180604,Biological Sciences,3.71,1040,Yes,Yes,Yes,M,0,7,I,1,N,No
86088,Biological Sciences,3.61,1040,Yes,Yes,Yes,F,10,3,A+,1.1,N,No
134980,Biological Sciences,2.81,930,Yes,No,Yes,F,18,8,B+,1.1,N,No
279498,Biological Sciences,3.81,900,No,No,Yes,F,0,7,C,1.1,N,No
271280,Biological Sciences,3.8,1100,Yes,Yes,Yes,M,0,7,C,1.1,N,No
276138,Biological Sciences,3.81,960,Yes,No,Yes,M,0,7,C,1.1,N,No
84348,Biological Sciences,2.54,1090,Yes,Yes,No,M,10,3,D,1.1,N,No
75568,Biological Sciences,2.43,820,Yes,Yes,Yes,M,18,2,D,1.1,N,No
74970,Biological Sciences,2.42,1110,Yes,No,No,M,8,2,D,1.1,N,No
76182,Biological Sciences,2.45,1030,Yes,No,Yes,M,8,3,D,1.1,N,No
77634,Biological Sciences,2.45,970,Yes,Yes,Yes,M,6,4,D,1.1,N,No
87336,Biological Sciences,2.57,1120,Yes,No,No,F,9,5,D,1.1,N,No
116810,Biological Sciences,3.65,1000,Yes,No,Yes,M,12,3,F,1.1,N,No
101620,Biological Sciences,3.63,1010,Yes,Yes,No,F,12,3,F,1.1,N,No
210058,Biological Sciences,3,940,Yes,No,Yes,M,8,8,D-,1.25,N,No
254944,Biological Sciences,3.79,800,No,No,No,F,0,2,F,1.25,N,No
67600,Biological Sciences,3.6,930,Yes,Yes,No,M,12,3,F,1.5,N,No
72080,Biological Sciences,2.38,1130,Yes,No,No,F,6,7,D,1.6,N,No
60782,Biological Sciences,3.59,1130,Yes,No,Yes,M,8,8,A+,1.65,N,No
84898,Biological Sciences,2.54,980,Yes,Yes,Yes,M,0,8,D,1.65,N,No
136060,Biological Sciences,3.66,890,Yes,Yes,No,F,0,3,F,1.67,N,No
175396,Biological Sciences,3.7,930,No,No,No,M,8,9,A-,1.68,N,No
76916,Biological Sciences,3.6,870,Yes,Yes,No,M,8,8,C,1.69,N,No
77830,Biological Sciences,3.6,920,Yes,Yes,Yes,F,0,8,A+,1.7,N,No
75358,Biological Sciences,3.6,1100,Yes,Yes,Yes,F,0,8,A+,1.7,N,No
144572,Biological Sciences,3.67,950,Yes,Yes,No,F,0,7,D-,1.7,N,No
154518,Biological Sciences,3.68,900,Yes,Yes,No,F,10,3,F,1.7,N,No
113886,Biological Sciences,3.64,900,No,No,No,F,0,1,F,1.7,N,No
168664,Biological Sciences,3.7,850,Yes,Yes,No,F,0,2,F,1.7,N,No
67552,Biological Sciences,3.6,1010,Yes,Yes,Yes,F,8,8,A+,1.7,Y,Yes
74244,Biological Sciences,2.41,1130,Yes,Yes,No,M,0,1,F,1.7,Y,Yes
161098,Biological Sciences,3.69,1040,Yes,Yes,No,F,10,3,A+,1.75,Y,No
96584,Biological Sciences,2.65,1090,Yes,No,No,F,9,7,D,1.75,Y,No
121492,Biological Sciences,3.65,870,Yes,Yes,No,M,9,8,C,1.78,N,No
172552,Biological Sciences,3.7,830,Yes,Yes,No,M,6,8,C,1.83,N,No
174384,Biological Sciences,3.7,1160,Yes,Yes,Yes,M,0,3,D,1.85,Y,Yes
149022,Biological Sciences,2.97,730,No,No,No,F,8,5,A,1.87,N,No
239362,Biological Sciences,3.77,910,Yes,Yes,No,M,8,8,A+,1.88,N,No
260348,Biological Sciences,3.09,1230,Yes,Yes,No,M,0,3,D-,1.9,N,No
77068,Biological Sciences,2.45,1220,Yes,Yes,No,M,0,8,F,1.9,N,No
272424,Biological Sciences,3.8,1000,Yes,Yes,Yes,F,9,8,A+,1.9,Y,No
29826,Biological Sciences,3.06,530,Yes,Yes,No,M,0,1,D,1.9,Y,No
257590,Biological Sciences,3.79,950,Yes,Yes,Yes,F,17,3,F,1.9,Y,No
262000,Biological Sciences,3.8,820,Yes,Yes,No,M,9,8,C,1.9,Y,Yes
179220,Biological Sciences,3.7,880,Yes,Yes,No,F,0,8,D+,1.9,Y,Yes
261528,Biological Sciences,3.8,990,Yes,Yes,Yes,F,0,3,F,1.9,Y,Yes
239066,Biological Sciences,3.77,810,Yes,Yes,No,F,0,3,D-,1.93,N,No
138626,Biological Sciences,2.84,1200,Yes,Yes,Yes,M,0,3,D+,1.93,Y,No
134222,Biological Sciences,3.66,1080,Yes,No,Yes,M,0,6,C,2,N,No
153564,Biological Sciences,3.68,900,No,No,Yes,M,0,6,D+,2,N,No
283706,Biological Sciences,3.82,840,No,No,No,M,0,6,D+,2,N,No
74866,Biological Sciences,3.6,850,No,No,No,F,0,5,F,2,N,No
108934,Biological Sciences,3.63,890,Yes,Yes,No,M,0,2,F,2,N,No
69086,Biological Sciences,3.6,1040,Yes,Yes,No,F,0,2,F,2,N,No
86972,Biological Sciences,2.67,920,No,No,No,M,0,1,W,2,Y,No
181270,Biological Sciences,2.95,1180,Yes,Yes,No,F,0,6,D-,2,Y,Yes
202688,Biological Sciences,3.73,750,Yes,Yes,Yes,F,0,5,D-,2,Y,Yes
140848,Biological Sciences,2.85,810,No,No,Yes,M,0,6,D+,2,Y,Yes
251698,Biological Sciences,3.78,800,Yes,Yes,Yes,F,7,7,C-,2,Y,Yes
184298,Biological Sciences,3.71,890,Yes,Yes,No,M,0,7,D-,2,Y,Yes
154658,Biological Sciences,2.99,1110,Yes,Yes,No,F,0,2,W,2,Y,Yes
273924,Biological Sciences,3.11,1080,Yes,No,No,M,0,5,W,2,Y,Yes
253562,Biological Sciences,3.08,950,Yes,No,No,M,2,5,A,2,Y,Yes
268640,Biological Sciences,3.1,960,Yes,No,No,M,12,5,A,2,Y,Yes
160122,Biological Sciences,3,980,Yes,No,No,M,3,5,A,2,Y,Yes
186018,Biological Sciences,3.06,980,Yes,No,No,M,3,5,A,2,Y,Yes
67258,Biological Sciences,3.6,1070,Yes,Yes,Yes,F,0,6,C,2,Y,Yes
129460,Biological Sciences,3.66,1120,Yes,No,Yes,F,0,6,C,2,Y,Yes
273350,Biological Sciences,3.8,1060,Yes,No,Yes,F,0,7,C-,2,Y,Yes
169920,Biological Sciences,3.7,1070,Yes,No,No,M,12,7,C-,2,Y,Yes
245318,Biological Sciences,3.77,780,No,No,Yes,M,0,5,D,2,Y,Yes
251640,Biological Sciences,3.08,770,No,No,Yes,F,0,3,D,2,Y,Yes
247466,Biological Sciences,3.08,780,No,No,Yes,F,0,3,D,2,Y,Yes
95042,Biological Sciences,2.63,920,Yes,Yes,No,F,6,3,D,2,Y,Yes
158696,Biological Sciences,2.9,940,No,No,Yes,F,0,3,D,2,Y,Yes
180660,Biological Sciences,2.95,1070,Yes,Yes,No,F,0,3,D,2,Y,Yes
166636,Biological Sciences,2.91,1100,Yes,Yes,No,M,6,3,D,2,Y,Yes
166126,Biological Sciences,3.7,1220,Yes,Yes,No,F,0,3,D,2,Y,Yes
65636,Biological Sciences,3.59,1140,Yes,Yes,No,M,0,6,D+,2,Y,Yes
38936,Biological Sciences,3.59,850,Yes,Yes,No,F,10,3,F,2,Y,Yes
78112,Biological Sciences,3.6,840,Yes,Yes,No,M,0,2,F,2,Y,Yes
197912,Biological Sciences,3.72,660,Yes,Yes,Yes,F,0,8,I,2,Y,Yes
202302,Biological Sciences,3.73,870,Yes,Yes,Yes,F,0,8,I,2,Y,Yes
265910,Biological Sciences,3.1,1120,Yes,No,No,F,0,2,W,2,Y,Yes
257096,Biological Sciences,3.09,1160,Yes,Yes,No,F,0,8,W,2,Y,Yes
273114,Biological Sciences,3.11,700,Yes,Yes,No,F,0,10,W,2,Y,Yes
188060,Biological Sciences,3.72,870,Yes,Yes,No,F,0,3,F,2.1,Y,No
79286,Biological Sciences,3.6,910,Yes,Yes,Yes,M,3,8,A+,2.1,Y,Yes
86642,Biological Sciences,3.61,1010,Yes,Yes,Yes,M,2,8,A+,2.1,Y,Yes
112682,Biological Sciences,3.64,1030,Yes,No,Yes,F,0,8,A+,2.1,Y,Yes
67496,Biological Sciences,3.6,1040,Yes,Yes,No,F,1,8,A+,2.1,Y,Yes
70994,Biological Sciences,3.6,1070,Yes,Yes,No,F,11,8,A+,2.1,Y,Yes
69038,Biological Sciences,3.6,860,Yes,Yes,Yes,M,0,8,C,2.1,Y,Yes
84092,Biological Sciences,2.54,1120,Yes,Yes,No,F,0,3,C,2.1,Y,Yes
74754,Biological Sciences,3.6,800,No,No,No,F,7,5,D,2.1,Y,Yes
74416,Biological Sciences,3.6,1020,Yes,Yes,No,M,6,3,D,2.1,Y,Yes
68888,Biological Sciences,3.6,880,Yes,Yes,No,M,0,3,D+,2.1,Y,Yes
164528,Biological Sciences,3.69,990,Yes,Yes,Yes,M,12,8,A+,2.12,Y,No
163440,Biological Sciences,3.69,1110,Yes,No,No,M,6,8,A+,2.12,Y,No
171780,Biological Sciences,3.7,940,Yes,No,Yes,M,4,8,A+,2.12,Y,Yes
209146,Biological Sciences,3.74,1120,Yes,No,Yes,F,4,8,A+,2.13,Y,No
271656,Biological Sciences,3.8,1140,Yes,Yes,No,M,7,8,A+,2.15,Y,No
